TSR,-5°,-4.5°,-4°,-3.5°,-3°,-2.5°,-2°,-1.5°,-1°,-0.5°,0°,0.5°,1°,1.5°,2°,2.5°,3°,3.5°,4°,4.5°,5°
5.126384171,0.2678,0.28200000000000003,0.2962,0.31010000000000004,0.324,0.3366,0.3492,0.35860000000000003,0.368,0.37324999999999997,0.3785,0.37970000000000004,0.3809,0.37885,0.3768,0.3724,0.368,0.36224999999999996,0.3565,0.34885,0.3412
5.178694213,0.2744,0.29055,0.3067,0.31945,0.3322,0.3449,0.3576,0.36815,0.3787,0.38195,0.3852,0.38565,0.3861,0.38334999999999997,0.3806,0.37595,0.3713,0.3653,0.3593,0.3513,0.3433
5.27285229,0.2865,0.3019,0.3173,0.33220000000000005,0.3471,0.35995,0.3728,0.3811,0.3894,0.39280000000000004,0.3962,0.39544999999999997,0.3947,0.3909,0.3871,0.3821,0.3771,0.37065000000000003,0.3642,0.35545000000000004,0.3467
5.27285229,0.2865,0.3019,0.3173,0.33220000000000005,0.3471,0.35995,0.3728,0.3811,0.3894,0.39280000000000004,0.3962,0.39544999999999997,0.3947,0.3909,0.3871,0.3821,0.3771,0.37065000000000003,0.3642,0.35545000000000004,0.3467
5.27285229,0.2866,0.30195000000000005,0.3173,0.33220000000000005,0.3471,0.35995,0.3728,0.3811,0.3894,0.39280000000000004,0.3962,0.39544999999999997,0.3947,0.3909,0.3871,0.3821,0.3771,0.37065000000000003,0.3642,0.35545000000000004,0.3467
5.355240607,0.2975,0.3136,0.3297,0.34509999999999996,0.3605,0.37345,0.3864,0.39345,0.4005,0.4026,0.4047,0.4028,0.4009,0.3967,0.3925,0.38715,0.3818,0.37495,0.3681,0.35875,0.3494
5.392689842,0.3025,0.319,0.3355,0.35105,0.3666,0.37939999999999996,0.3922,0.39875,0.4053,0.4068,0.4083,0.40590000000000004,0.4035,0.39915,0.3948,0.38939999999999997,0.384,0.37685,0.3697,0.36014999999999997,0.3506
5.492554469,0.3164,0.3338,0.3512,0.3674,0.3836,0.39535,0.4071,0.41195000000000004,0.4168,0.4168,0.4168,0.4134,0.41,0.40545,0.4009,0.3952,0.3895,0.38165000000000004,0.3738,0.3637,0.3536
5.492554469,0.3164,0.3338,0.3512,0.3674,0.3836,0.39535,0.4071,0.41195000000000004,0.4168,0.4168,0.4168,0.4134,0.41,0.40545,0.4009,0.3952,0.3895,0.38165000000000004,0.3738,0.3637,0.3536
5.577055307,0.3286,0.3467,0.3648,0.3816,0.3984,0.4084,0.4184,0.42185,0.4253,0.42364999999999997,0.422,0.41859999999999997,0.4152,0.4105,0.4058,0.39985,0.3939,0.38544999999999996,0.377,0.3664,0.3558
5.649484596,0.3393,0.35805,0.3768,0.39345,0.4101,0.41859999999999997,0.4271,0.4293,0.4315,0.42935,0.4272,0.42335,0.4195,0.41469999999999996,0.4099,0.4037,0.3975,0.3885,0.3795,0.36855,0.3576
5.649484596,0.3393,0.35805,0.3768,0.39345,0.4101,0.41859999999999997,0.4271,0.4293,0.4315,0.42935,0.4272,0.42335,0.4195,0.41469999999999996,0.4099,0.4037,0.3975,0.3885,0.3795,0.36855,0.3576
5.712256647,0.3488,0.36829999999999996,0.3878,0.40375,0.4197,0.4268,0.4339,0.435,0.4361,0.4335,0.4309,0.427,0.4231,0.41825,0.4134,0.4069,0.4004,0.39095,0.3815,0.37024999999999997,0.359
5.767182192,0.3573,0.37734999999999996,0.3974,0.4124,0.4274,0.4333,0.4392,0.4394,0.4396,0.43679999999999997,0.434,0.43010000000000004,0.4262,0.42125,0.4163,0.4095,0.4027,0.39295,0.3832,0.37165,0.3601
5.767182192,0.3573,0.37734999999999996,0.3974,0.4124,0.4274,0.4333,0.4392,0.4394,0.4396,0.43679999999999997,0.434,0.43010000000000004,0.4262,0.42125,0.4163,0.4095,0.4027,0.39295,0.3832,0.37165,0.3601
5.858724767,0.3719,0.3926,0.4133,0.4258,0.4383,0.44235,0.4464,0.4456,0.4448,0.44184999999999997,0.4389,0.435,0.4311,0.4261,0.4211,0.41369999999999996,0.4063,0.39605,0.3858,0.3738,0.3618
5.931958826,0.3844,0.4047,0.425,0.4353,0.4456,0.44825000000000004,0.4509,0.4497,0.4485,0.4456,0.4427,0.43884999999999996,0.435,0.42985,0.4247,0.4168,0.4089,0.39835,0.3878,0.37539999999999996,0.363
5.991877602,0.3948,0.41405000000000003,0.4333,0.44205,0.4508,0.4524,0.454,0.45265,0.4513,0.44845,0.4456,0.44179999999999997,0.438,0.43279999999999996,0.4276,0.41925,0.4109,0.40005,0.3892,0.3765,0.3638
6.041809915,0.4032,0.42135,0.4395,0.44675,0.454,0.45515,0.4563,0.45489999999999997,0.4535,0.45075,0.448,0.44425000000000003,0.4405,0.43520000000000003,0.4299,0.4212,0.4125,0.40145,0.3904,0.37745,0.3645
6.084060334,0.4103,0.42725,0.4442,0.45025,0.4563,0.4572,0.4581,0.4567,0.4553,0.45265,0.45,0.44630000000000003,0.4426,0.43715,0.4317,0.42274999999999996,0.4138,0.4026,0.3914,0.3782,0.365
6.120274979,0.4164,0.43205,0.4477,0.45289999999999997,0.4581,0.4588,0.4595,0.45815,0.4568,0.45425,0.4517,0.44799999999999995,0.4443,0.4387,0.4331,0.42395,0.4148,0.40345,0.3921,0.3788,0.3655
6.151661005,0.4215,0.43595,0.4504,0.45489999999999997,0.4594,0.45999999999999996,0.4606,0.45935000000000004,0.4581,0.4556,0.4531,0.44945,0.4458,0.4401,0.4344,0.42505000000000004,0.4157,0.40425,0.3928,0.37929999999999997,0.3658
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
6.591065362,0.4461,0.45205,0.458,0.46235000000000004,0.4667,0.46885,0.471,0.4716,0.4722,0.4712,0.4702,0.46675,0.4633,0.45545,0.4476,0.43695,0.4263,0.4131,0.3999,0.3847,0.3695
7.09807039,0.4311,0.43845,0.4458,0.45289999999999997,0.46,0.46655,0.4731,0.4776,0.4821,0.4828,0.4835,0.479,0.4745,0.46609999999999996,0.4577,0.44594999999999996,0.4342,0.4196,0.405,0.3879,0.3708
7.140320809,0.4295,0.43705,0.4446,0.45189999999999997,0.4592,0.46609999999999996,0.473,0.4778,0.4826,0.48334999999999995,0.4841,0.47965,0.4752,0.4668,0.4584,0.4466,0.4348,0.42005000000000003,0.4053,0.388,0.3707
7.190253123,0.4277,0.4354,0.4431,0.45065,0.4582,0.46545000000000003,0.4727,0.47795,0.4832,0.48395,0.4847,0.4803,0.4759,0.4675,0.4591,0.44725000000000004,0.4354,0.4205,0.4056,0.3881,0.3706
7.250171899,0.4254,0.43335,0.4413,0.44920000000000004,0.4571,0.4647,0.4723,0.47805,0.4838,0.48450000000000004,0.4852,0.48095,0.4767,0.4683,0.4599,0.44794999999999996,0.436,0.42100000000000004,0.406,0.38825,0.3705
7.323405958,0.4226,0.43084999999999996,0.4391,0.4474,0.4557,0.4638,0.4719,0.47805,0.4842,0.485,0.4858,0.4817,0.4776,0.46925,0.4609,0.44884999999999997,0.4368,0.42155,0.4063,0.3883,0.3703
7.414948533,0.4191,0.42769999999999997,0.4363,0.44510000000000005,0.4539,0.46255,0.4712,0.4778,0.4844,0.48535,0.4863,0.48245000000000005,0.4786,0.47025,0.4619,0.4498,0.4377,0.4222,0.4067,0.38835,0.37
7.532646128,0.4145,0.42364999999999997,0.4328,0.44225000000000003,0.4517,0.4609,0.4701,0.47705,0.484,0.48535,0.4867,0.48315,0.4796,0.47140000000000004,0.4632,0.45094999999999996,0.4387,0.4229,0.4071,0.38825,0.3694
7.689576256,0.4082,0.4182,0.4282,0.43845,0.4487,0.4585,0.4683,0.4754,0.4825,0.48460000000000003,0.4867,0.48365,0.4806,0.4726,0.4646,0.45215,0.4397,0.4235,0.4073,0.38780000000000003,0.3683
7.689576256,0.4082,0.4182,0.4282,0.43845,0.4487,0.4585,0.4683,0.4754,0.4825,0.48465,0.4868,0.4837,0.4806,0.4726,0.4646,0.45215,0.4397,0.4235,0.4073,0.38780000000000003,0.3683
7.789440883,0.4041,0.4147,0.4253,0.43605,0.4468,0.4568,0.4668,0.47395,0.4811,0.4838,0.4865,0.48375,0.481,0.47314999999999996,0.4653,0.45275,0.4402,0.42379999999999995,0.4074,0.38739999999999997,0.3674
7.909278435,0.3992,0.4105,0.4218,0.43310000000000004,0.4444,0.45455,0.4647,0.47195,0.4792,0.48255000000000003,0.4859,0.48365,0.4814,0.4737,0.466,0.45335000000000003,0.4407,0.424,0.4073,0.38675000000000004,0.3662
7.909278435,0.3992,0.4105,0.4218,0.43310000000000004,0.4444,0.45455,0.4647,0.47195,0.4792,0.48255000000000003,0.4859,0.48365,0.4814,0.4737,0.466,0.45335000000000003,0.4407,0.424,0.4073,0.38675000000000004,0.3662
8.055746554,0.3931,0.40525,0.4174,0.42925,0.4411,0.45145,0.4618,0.46925,0.4767,0.48075,0.4848,0.48314999999999997,0.4815,0.47404999999999997,0.4666,0.45389999999999997,0.4412,0.42405,0.4069,0.3857,0.3645
8.238831703,0.3853,0.39849999999999997,0.4117,0.42415,0.4366,0.4471,0.4576,0.46535000000000004,0.4731,0.478,0.4829,0.48205,0.4812,0.4741,0.467,0.45420000000000005,0.4414,0.4238,0.4062,0.38405,0.3619
8.238831703,0.3853,0.39849999999999997,0.4117,0.42415,0.4366,0.4471,0.4576,0.46535000000000004,0.4731,0.478,0.4829,0.48205,0.4812,0.4741,0.467,0.45420000000000005,0.4414,0.4238,0.4062,0.38405,0.3619
8.388628643,0.3787,0.3927,0.4067,0.41964999999999997,0.4326,0.4433,0.454,0.46194999999999997,0.4699,0.4754,0.4809,0.4807,0.4805,0.47375,0.467,0.45420000000000005,0.4414,0.4233,0.4052,0.38239999999999996,0.3596
8.474226894,0.3749,0.38935,0.4038,0.41700000000000004,0.4302,0.44095,0.4517,0.45985,0.468,0.4738,0.4796,0.4798,0.48,0.4734,0.4668,0.45399999999999996,0.4412,0.4229,0.4046,0.38134999999999997,0.3581
8.568384971,0.3706,0.38549999999999995,0.4004,0.4139,0.4274,0.4383,0.4492,0.45755,0.4659,0.47195,0.478,0.47865,0.4793,0.47295,0.4666,0.4538,0.441,0.4224,0.4038,0.3801,0.3564
8.78808715,0.36,0.37605,0.3921,0.40625,0.4204,0.43165,0.4429,0.45175,0.4606,0.46725,0.4739,0.47555000000000003,0.4772,0.47145000000000004,0.4657,0.45289999999999997,0.4401,0.42085,0.4016,0.3768,0.352
8.78808715,0.36,0.37605,0.3921,0.40625,0.4204,0.43165,0.4429,0.45175,0.4606,0.46725,0.4739,0.47555000000000003,0.4772,0.47145000000000004,0.4657,0.45289999999999997,0.4401,0.42085,0.4016,0.3768,0.352
8.78808715,0.36,0.37605,0.3921,0.40625,0.4204,0.43165,0.4429,0.45175,0.4606,0.46725,0.4739,0.47555000000000003,0.4772,0.47145000000000004,0.4657,0.45289999999999997,0.4401,0.42085,0.4016,0.3768,0.352
9.062714873,0.346,0.36329999999999996,0.3806,0.39565,0.4107,0.42255,0.4344,0.44395,0.4535,0.46075,0.468,0.4708,0.4736,0.4688,0.464,0.45115000000000005,0.4383,0.4182,0.3981,0.37195,0.3458
9.227491507,0.3371,0.3552,0.3733,0.38885000000000003,0.4044,0.41674999999999995,0.4291,0.43905,0.449,0.4566,0.4642,0.4676,0.471,0.46675,0.4625,0.44965,0.4368,0.4162,0.3956,0.36860000000000004,0.3416
9.227491507,0.3371,0.3552,0.3733,0.38885000000000003,0.4044,0.41674999999999995,0.4291,0.43905,0.449,0.4566,0.4642,0.4676,0.471,0.46675,0.4625,0.44965,0.4368,0.4162,0.3956,0.36860000000000004,0.3416
9.415807661,0.3263,0.34535,0.3644,0.3806,0.3968,0.40969999999999995,0.4226,0.43305,0.4435,0.4515,0.4595,0.46365,0.4678,0.46409999999999996,0.4604,0.4476,0.4348,0.4136,0.3924,0.36445000000000005,0.3365
9.520427746,0.32,0.3396,0.3592,0.3758,0.3924,0.40565,0.4189,0.42965,0.4404,0.4486,0.4568,0.4613,0.4658,0.46245,0.4591,0.44630000000000003,0.4335,0.41205,0.3906,0.36205,0.3335
9.886598044,0.2967,0.31825000000000003,0.3398,0.3579,0.376,0.3906,0.4052,0.41705000000000003,0.4289,0.43795,0.447,0.45255,0.4581,0.4558,0.4535,0.44079999999999997,0.4281,0.40559999999999996,0.3831,0.35245,0.3218
9.886598044,0.2967,0.31825000000000003,0.3398,0.3579,0.376,0.3906,0.4052,0.41705000000000003,0.4289,0.43795,0.447,0.45255,0.4581,0.4558,0.4535,0.44079999999999997,0.4281,0.40559999999999996,0.3831,0.35245,0.3218
9.886598044,0.2967,0.31825000000000003,0.3398,0.3579,0.376,0.3906,0.4052,0.41705000000000003,0.4289,0.43795,0.447,0.45255,0.4581,0.4558,0.4535,0.44079999999999997,0.4281,0.40559999999999996,0.3831,0.35245,0.3218
10.25276834,0.2714,0.29505,0.3187,0.3384,0.3581,0.3742,0.3903,0.40345,0.4166,0.4265,0.4364,0.44279999999999997,0.4492,0.44784999999999997,0.4465,0.43395,0.4214,0.39785000000000004,0.3743,0.34135000000000004,0.3084
10.35738843,0.2639,0.2881,0.3123,0.33255,0.3528,0.36935,0.3859,0.3994,0.4129,0.42310000000000003,0.4333,0.4399,0.4465,0.44535,0.4442,0.43174999999999997,0.4193,0.39544999999999997,0.3716,0.33795,0.3043
10.54570458,0.2498,0.27515,0.3005,0.32165,0.3428,0.36019999999999996,0.3776,0.39185000000000003,0.4061,0.41675,0.4274,0.43435,0.4413,0.4406,0.4399,0.42755,0.4152,0.39075000000000004,0.3663,0.33140000000000003,0.2965
10.71048121,0.237,0.26339999999999997,0.2898,0.31174999999999997,0.3337,0.3519,0.3701,0.385,0.3999,0.411,0.4221,0.4293,0.4365,0.43615000000000004,0.4358,0.42355,0.4113,0.38634999999999997,0.3614,0.32535000000000003,0.2893
10.98510894,0.2149,0.243,0.2711,0.2946,0.3181,0.33765,0.3572,0.3732,0.3892,0.40105,0.4129,0.4205,0.4281,0.42825,0.4284,0.41635,0.4043,0.37839999999999996,0.3525,0.3145,0.2765
10.98510894,0.2149,0.243,0.2711,0.2946,0.3181,0.33765,0.3572,0.3732,0.3892,0.40105,0.4129,0.4205,0.4281,0.42825,0.4284,0.41635,0.4043,0.37839999999999996,0.3525,0.3145,0.2765
11.29896919,0.1895,0.219,0.2485,0.27385000000000004,0.2992,0.32045,0.3417,0.359,0.3763,0.389,0.4017,0.4098,0.4179,0.41855,0.4192,0.40725,0.3953,0.36834999999999996,0.3414,0.30095,0.2605
11.53436438,0.1717,0.2012,0.2307,0.25755,0.2844,0.30695,0.3295,0.3478,0.3661,0.3795,0.3929,0.4013,0.4097,0.41075,0.4118,0.39990000000000003,0.388,0.36014999999999997,0.3323,0.28995,0.2476
11.53436438,0.1717,0.2012,0.2307,0.25755,0.2844,0.30695,0.3295,0.3478,0.3661,0.3795,0.3929,0.4013,0.4097,0.41075,0.4118,0.39990000000000003,0.388,0.36014999999999997,0.3323,0.28995,0.2476
11.86391765,0.1477,0.1764,0.2051,0.2339,0.2627,0.2871,0.3115,0.33135000000000003,0.3512,0.36555000000000004,0.3799,0.38880000000000003,0.3977,0.39915,0.4006,0.38870000000000005,0.3768,0.3476,0.3184,0.27315,0.2279
12.08361983,0.1326,0.16055,0.1885,0.218,0.2475,0.27325,0.299,0.31984999999999997,0.3407,0.35575,0.3708,0.3801,0.3894,0.391,0.3926,0.3806,0.3686,0.3385,0.3084,0.26105,0.2137
12.24054996,0.122,0.1495,0.177,0.2067,0.2364,0.26305,0.2897,0.31135,0.333,0.34855,0.3641,0.37365,0.3832,0.38495,0.3867,0.37455,0.3624,0.3317,0.301,0.25205,0.2031
13.18213072,0.0662,0.0892,0.1122,0.13955,0.1669,0.19805,0.2292,0.25575,0.2823,0.3013,0.3203,0.3315,0.3427,0.3448,0.3469,0.33340000000000003,0.3199,0.2847,0.2495,0.18964999999999999,0.1298
13.18213072,0.0662,0.0892,0.1122,0.13955,0.1669,0.19805,0.2292,0.25575,0.2823,0.3013,0.3203,0.3315,0.3427,0.3448,0.3469,0.33340000000000003,0.3199,0.2847,0.2495,0.18964999999999999,0.1298
13.18213072,0.0662,0.0892,0.1122,0.13955,0.1669,0.19805,0.2292,0.25575,0.2823,0.3013,0.3203,0.3315,0.3427,0.3448,0.3469,0.33340000000000003,0.3199,0.2847,0.2495,0.18964999999999999,0.1298
13.18213072,0.0662,0.0892,0.1122,0.13955,0.1669,0.19805,0.2292,0.25575,0.2823,0.3013,0.3203,0.3315,0.3427,0.3448,0.3469,0.33340000000000003,0.3199,0.2847,0.2495,0.18964999999999999,0.1298
13.18213072,0.0662,0.0892,0.1122,0.13955,0.1669,0.19805,0.2292,0.25575,0.2823,0.3013,0.3203,0.3315,0.3427,0.3448,0.3469,0.33340000000000003,0.3199,0.2847,0.2495,0.18964999999999999,0.1298
14.28064162,0.0131,0.02995,0.0468,0.0685,0.0902,0.11985,0.1495,0.18159999999999998,0.2137,0.2372,0.2607,0.27390000000000003,0.2871,0.2887,0.2903,0.27425,0.2582,0.21544999999999997,0.1727,0.0983,0.0239
14.5003438,0.0034,0.01925,0.0351,0.055349999999999996,0.0756,0.10445,0.1333,0.16595,0.1986,0.2231,0.2476,0.2611,0.2746,0.27615,0.2777,0.2609,0.2441,0.1996,0.1551,0.07755,0.0
14.82989707,-0.0109,0.0035499999999999993,0.018,0.0361,0.0542,0.0817,0.1092,0.14215,0.1751,0.2011,0.2271,0.24114999999999998,0.2552,0.25655,0.2579,0.23985,0.2218,0.17445,0.1271,0.044849999999999994,-0.0374
15.37915251,-0.0346,-0.0223,-0.01,0.00505,0.0201,0.04475,0.0694,0.1016,0.1338,0.16225,0.1907,0.20575,0.2208,0.2216,0.2224,0.202,0.1816,0.1291,0.0766,-0.013900000000000003,-0.1044
15.37915251,-0.0346,-0.0223,-0.01,0.00505,0.0201,0.04475,0.0694,0.1016,0.1338,0.16225,0.1907,0.20575,0.2208,0.2216,0.2224,0.202,0.1816,0.1291,0.0766,-0.013900000000000003,-0.1044
15.81855687,-0.0538,-0.043,-0.0322,-0.01935,-0.0065,0.015550000000000001,0.0376,0.0689,0.1002,0.1298,0.1594,0.1753,0.1912,0.1915,0.1918,0.1691,0.1464,0.08955,0.0327,-0.0648,-0.1623
16.47766341,-0.0836,-0.07444999999999999,-0.0653,-0.055249999999999994,-0.0452,-0.02665,-0.0081,0.02005,0.0482,0.07855,0.1089,0.1261,0.1433,0.14265,0.142,0.11529999999999999,0.0886,0.0246,-0.0394,-0.14784999999999998,-0.2563
17.13676994,-0.1154,-0.1073,-0.0992,-0.0917,-0.0842,-0.06895,-0.0537,-0.029349999999999998,-0.005,0.024300000000000002,0.0536,0.07225,0.0909,0.08895,0.087,0.0557,0.0244,-0.047299999999999995,-0.119,-0.23735,-0.3557
17.5761743,-0.1381,-0.13035,-0.1226,-0.11649999999999999,-0.1104,-0.09745000000000001,-0.0845,-0.06265000000000001,-0.0408,-0.013050000000000003,0.0147,0.034050000000000004,0.0534,0.050350000000000006,0.0473,0.0126,-0.0221,-0.09920000000000001,-0.1763,-0.30025,-0.4242
18.12542975,-0.1683,-0.16065000000000002,-0.153,-0.1485,-0.144,-0.13365,-0.1233,-0.10464999999999999,-0.086,-0.06085,-0.0357,-0.01615,0.0034,-0.00125,-0.0059,-0.04505,-0.0842,-0.1686,-0.253,-0.38665,-0.5203
18.45498301,-0.1873,-0.17964999999999998,-0.172,-0.1683,-0.1646,-0.1558,-0.147,-0.13019999999999998,-0.1134,-0.0901,-0.0668,-0.0476,-0.0284,-0.034100000000000005,-0.0398,-0.08165,-0.1235,-0.2126,-0.3017,-0.4415,-0.5813
19.77319609,-0.2698,-0.26225,-0.2547,-0.25395,-0.2532,-0.24919999999999998,-0.2452,-0.23565,-0.2261,-0.21289999999999998,-0.1997,-0.18464999999999998,-0.1696,-0.17995,-0.1903,-0.2444,-0.2985,-0.40155,-0.5046,-0.67595,-0.8473
19.77319609,-0.2698,-0.26225,-0.2547,-0.25395,-0.2532,-0.24919999999999998,-0.2452,-0.23565,-0.2261,-0.21289999999999998,-0.1997,-0.18464999999999998,-0.1696,-0.17995,-0.1903,-0.2444,-0.2985,-0.40155,-0.5046,-0.67595,-0.8473
21.42096243,-0.39,-0.38275000000000003,-0.3755,-0.37770000000000004,-0.3799,-0.38085,-0.3818,-0.3802,-0.3786,-0.3788,-0.379,-0.37785,-0.3767,-0.39495,-0.4132,-0.48555,-0.5579,-0.6877,-0.8175,-1.02985,-1.2422
21.97021787,-0.4347,-0.4276,-0.4205,-0.42355,-0.4266,-0.4293,-0.432,-0.4333,-0.4346,-0.43895,-0.4433,-0.44820000000000004,-0.4531,-0.47475,-0.4964,-0.5753,-0.6542,-0.79255,-0.9309,-1.1612,-1.3915
23.06872877,-0.5313,-0.5246500000000001,-0.518,-0.5227999999999999,-0.5276,-0.5336,-0.5396,-0.54675,-0.5539,-0.5664499999999999,-0.579,-0.5975999999999999,-0.6162,-0.6475,-0.6788,-0.7644,-0.85,-1.0144,-1.1788,-1.4515,-1.7242
24.16723966,-0.6381,-0.6319,-0.6257,-0.63245,-0.6392,-0.6488499999999999,-0.6585,-0.6713,-0.6841,-0.7055,-0.7269,-0.75935,-0.7918,-0.8371,-0.8824,-0.9821500000000001,-1.0819,-1.2758,-1.4697,-1.79005,-2.1104
26.36426145,-0.8841,-0.8792,-0.8743,-0.8857999999999999,-0.8973,-0.9146,-0.9319,-0.9575499999999999,-0.9832,-1.0237,-1.0642,-1.1268500000000001,-1.1895,-1.2669000000000001,-1.3443,-1.48535,-1.6264,-1.89005,-2.1537,-2.60255,-3.0514
28.56128324,-1.1772,-1.17425,-1.1713,-1.1882000000000001,-1.2051,-1.23075,-1.2564,-1.29665,-1.3369,-1.4017,-1.4665,-1.56235,-1.6582,-1.7856999999999998,-1.9132,-2.1062,-2.2992,-2.67005,-3.0409,-3.6053500000000005,-4.1698
30.75830502,-1.5228,-1.52175,-1.5207,-1.5434,-1.5661,-1.60195,-1.6378,-1.69475,-1.7517,-1.8446,-1.9375,-2.0657,-2.1939,-2.39135,-2.5888,-2.85935,-3.1299,-3.6136,-4.0973,-4.79785,-5.4984
